0.4338 	WARNING 	Movie2 stim could not be imported and won't be available
1415.4062 	DATA 	Keypress: t
1417.6936 	DATA 	Keypress: t
1419.9502 	DATA 	Keypress: t
1422.2436 	DATA 	Keypress: t
1424.4939 	DATA 	Keypress: t
1426.7934 	DATA 	Keypress: t
1429.0433 	DATA 	Keypress: t
1431.3432 	DATA 	Keypress: t
1433.5931 	DATA 	Keypress: t
1435.8534 	DATA 	Keypress: t
1438.1428 	DATA 	Keypress: t
1440.3973 	DATA 	Keypress: t
1442.6928 	DATA 	Keypress: t
1444.9426 	DATA 	Keypress: t
1447.2426 	DATA 	Keypress: t
1449.4926 	DATA 	Keypress: t
1451.7569 	DATA 	Keypress: t
1454.0423 	DATA 	Keypress: t
1456.3007 	DATA 	Keypress: t
1458.5919 	DATA 	Keypress: t
1460.8445 	DATA 	Keypress: t
1463.1419 	DATA 	Keypress: t
1465.3918 	DATA 	Keypress: t
1467.6918 	DATA 	Keypress: t
1469.9415 	DATA 	Keypress: t
1472.2044 	DATA 	Keypress: t
1474.4914 	DATA 	Keypress: t
1476.7479 	DATA 	Keypress: t
1479.0413 	DATA 	Keypress: t
1481.2917 	DATA 	Keypress: t
1483.5911 	DATA 	Keypress: t
1485.8409 	DATA 	Keypress: t
1488.1410 	DATA 	Keypress: t
1490.3910 	DATA 	Keypress: t
1492.6523 	DATA 	Keypress: t
1494.9406 	DATA 	Keypress: t
1497.1960 	DATA 	Keypress: t
1499.4906 	DATA 	Keypress: t
1501.7403 	DATA 	Keypress: t
1504.0402 	DATA 	Keypress: t
1506.2901 	DATA 	Keypress: t
1508.5556 	DATA 	Keypress: t
1510.8400 	DATA 	Keypress: t
1513.0994 	DATA 	Keypress: t
1515.3897 	DATA 	Keypress: t
1517.6432 	DATA 	Keypress: t
1519.9397 	DATA 	Keypress: t
1522.1895 	DATA 	Keypress: t
1524.4896 	DATA 	Keypress: t
1526.7393 	DATA 	Keypress: t
1529.0026 	DATA 	Keypress: t
1531.2891 	DATA 	Keypress: t
1533.5464 	DATA 	Keypress: t
1535.8390 	DATA 	Keypress: t
1538.0906 	DATA 	Keypress: t
1540.3891 	DATA 	Keypress: t
1542.6387 	DATA 	Keypress: t
1544.9388 	DATA 	Keypress: t
1547.1885 	DATA 	Keypress: t
1549.4499 	DATA 	Keypress: t
1551.7383 	DATA 	Keypress: t
1553.9938 	DATA 	Keypress: t
1556.2883 	DATA 	Keypress: t
1558.5385 	DATA 	Keypress: t
1560.8382 	DATA 	Keypress: t
1563.0878 	DATA 	Keypress: t
1565.3879 	DATA 	Keypress: t
1567.6377 	DATA 	Keypress: t
1569.8982 	DATA 	Keypress: t
1572.1876 	DATA 	Keypress: t
1574.4420 	DATA 	Keypress: t
1576.7374 	DATA 	Keypress: t
1578.9872 	DATA 	Keypress: t
1581.2873 	DATA 	Keypress: t
1583.5371 	DATA 	Keypress: t
1585.8015 	DATA 	Keypress: t
1588.0869 	DATA 	Keypress: t
1590.3454 	DATA 	Keypress: t
1592.6368 	DATA 	Keypress: t
1594.8891 	DATA 	Keypress: t
1597.1867 	DATA 	Keypress: t
1599.4364 	DATA 	Keypress: t
1601.7365 	DATA 	Keypress: t
1603.9863 	DATA 	Keypress: t
1606.2490 	DATA 	Keypress: t
1608.5361 	DATA 	Keypress: t
1610.7926 	DATA 	Keypress: t
1613.0860 	DATA 	Keypress: t
1615.3364 	DATA 	Keypress: t
1617.6359 	DATA 	Keypress: t
1619.8856 	DATA 	Keypress: t
1622.1859 	DATA 	Keypress: t
1624.4354 	DATA 	Keypress: t
1626.6959 	DATA 	Keypress: t
1628.9853 	DATA 	Keypress: t
