0.3463 	WARNING 	Movie2 stim could not be imported and won't be available
813.3652 	DATA 	Keypress: t
815.6372 	DATA 	Keypress: t
817.9093 	DATA 	Keypress: t
820.1811 	DATA 	Keypress: t
822.4530 	DATA 	Keypress: t
824.7249 	DATA 	Keypress: t
826.9969 	DATA 	Keypress: t
829.2687 	DATA 	Keypress: t
831.5407 	DATA 	Keypress: t
833.8130 	DATA 	Keypress: t
836.0846 	DATA 	Keypress: t
838.3566 	DATA 	Keypress: t
840.6285 	DATA 	Keypress: t
842.9004 	DATA 	Keypress: t
845.1724 	DATA 	Keypress: t
847.4444 	DATA 	Keypress: t
849.7163 	DATA 	Keypress: t
851.9882 	DATA 	Keypress: t
854.2601 	DATA 	Keypress: t
856.5320 	DATA 	Keypress: t
858.8040 	DATA 	Keypress: t
861.0760 	DATA 	Keypress: t
863.3490 	DATA 	Keypress: t
865.6199 	DATA 	Keypress: t
867.8927 	DATA 	Keypress: t
870.1648 	DATA 	Keypress: t
872.4367 	DATA 	Keypress: t
874.7086 	DATA 	Keypress: t
876.9805 	DATA 	Keypress: t
879.2524 	DATA 	Keypress: t
881.5245 	DATA 	Keypress: t
883.7964 	DATA 	Keypress: t
886.0684 	DATA 	Keypress: t
888.3403 	DATA 	Keypress: t
890.6122 	DATA 	Keypress: t
892.8841 	DATA 	Keypress: t
895.1561 	DATA 	Keypress: t
897.4280 	DATA 	Keypress: t
899.7000 	DATA 	Keypress: t
901.9718 	DATA 	Keypress: t
904.2439 	DATA 	Keypress: t
906.5157 	DATA 	Keypress: t
908.7876 	DATA 	Keypress: t
911.0598 	DATA 	Keypress: t
913.3315 	DATA 	Keypress: t
915.6035 	DATA 	Keypress: t
917.8755 	DATA 	Keypress: t
920.1474 	DATA 	Keypress: t
922.4194 	DATA 	Keypress: t
924.6913 	DATA 	Keypress: t
926.9632 	DATA 	Keypress: t
929.2352 	DATA 	Keypress: t
931.5071 	DATA 	Keypress: t
933.7791 	DATA 	Keypress: t
936.0510 	DATA 	Keypress: t
938.3230 	DATA 	Keypress: t
940.5949 	DATA 	Keypress: t
942.8678 	DATA 	Keypress: t
945.1397 	DATA 	Keypress: t
947.4117 	DATA 	Keypress: t
949.6836 	DATA 	Keypress: t
951.9556 	DATA 	Keypress: t
954.2275 	DATA 	Keypress: t
956.4995 	DATA 	Keypress: t
958.7714 	DATA 	Keypress: t
961.0434 	DATA 	Keypress: t
963.3152 	DATA 	Keypress: t
965.5871 	DATA 	Keypress: t
967.8592 	DATA 	Keypress: t
970.1311 	DATA 	Keypress: t
972.4030 	DATA 	Keypress: t
974.6749 	DATA 	Keypress: t
976.9469 	DATA 	Keypress: t
979.2188 	DATA 	Keypress: t
981.4908 	DATA 	Keypress: t
983.7627 	DATA 	Keypress: t
986.0346 	DATA 	Keypress: t
988.3066 	DATA 	Keypress: t
990.5786 	DATA 	Keypress: t
992.8505 	DATA 	Keypress: t
995.1224 	DATA 	Keypress: t
997.3944 	DATA 	Keypress: t
999.6663 	DATA 	Keypress: t
1001.9382 	DATA 	Keypress: t
1004.2102 	DATA 	Keypress: t
1006.4820 	DATA 	Keypress: t
1008.7540 	DATA 	Keypress: t
1011.0260 	DATA 	Keypress: t
1013.2979 	DATA 	Keypress: t
1015.5698 	DATA 	Keypress: t
1017.8418 	DATA 	Keypress: t
1020.1138 	DATA 	Keypress: t
1022.3867 	DATA 	Keypress: t
1024.6586 	DATA 	Keypress: t
1026.9306 	DATA 	Keypress: t
