0.3020 	WARNING 	Movie2 stim could not be imported and won't be available
663.0392 	DATA 	Keypress: t
665.3318 	DATA 	Keypress: t
667.5818 	DATA 	Keypress: t
669.8817 	DATA 	Keypress: t
672.1317 	DATA 	Keypress: t
674.3929 	DATA 	Keypress: t
676.6815 	DATA 	Keypress: t
678.9347 	DATA 	Keypress: t
681.2315 	DATA 	Keypress: t
683.4813 	DATA 	Keypress: t
685.7465 	DATA 	Keypress: t
688.0311 	DATA 	Keypress: t
690.2885 	DATA 	Keypress: t
692.5811 	DATA 	Keypress: t
694.8310 	DATA 	Keypress: t
697.1310 	DATA 	Keypress: t
699.3810 	DATA 	Keypress: t
701.6422 	DATA 	Keypress: t
703.9307 	DATA 	Keypress: t
706.1839 	DATA 	Keypress: t
708.4806 	DATA 	Keypress: t
710.7305 	DATA 	Keypress: t
712.9959 	DATA 	Keypress: t
715.2804 	DATA 	Keypress: t
717.5379 	DATA 	Keypress: t
719.8303 	DATA 	Keypress: t
722.0803 	DATA 	Keypress: t
724.3803 	DATA 	Keypress: t
726.6301 	DATA 	Keypress: t
728.8914 	DATA 	Keypress: t
731.1803 	DATA 	Keypress: t
733.4333 	DATA 	Keypress: t
735.7303 	DATA 	Keypress: t
737.9799 	DATA 	Keypress: t
740.2451 	DATA 	Keypress: t
742.5298 	DATA 	Keypress: t
744.7869 	DATA 	Keypress: t
747.0796 	DATA 	Keypress: t
749.3295 	DATA 	Keypress: t
751.6296 	DATA 	Keypress: t
753.8794 	DATA 	Keypress: t
756.1406 	DATA 	Keypress: t
758.4293 	DATA 	Keypress: t
760.6826 	DATA 	Keypress: t
762.9792 	DATA 	Keypress: t
765.2290 	DATA 	Keypress: t
767.4944 	DATA 	Keypress: t
769.7789 	DATA 	Keypress: t
772.0362 	DATA 	Keypress: t
774.3288 	DATA 	Keypress: t
776.5787 	DATA 	Keypress: t
778.8789 	DATA 	Keypress: t
781.1288 	DATA 	Keypress: t
783.3900 	DATA 	Keypress: t
785.6785 	DATA 	Keypress: t
787.9318 	DATA 	Keypress: t
790.2284 	DATA 	Keypress: t
792.4783 	DATA 	Keypress: t
794.7437 	DATA 	Keypress: t
797.0282 	DATA 	Keypress: t
799.2862 	DATA 	Keypress: t
801.5782 	DATA 	Keypress: t
803.8280 	DATA 	Keypress: t
806.1279 	DATA 	Keypress: t
808.3779 	DATA 	Keypress: t
810.6391 	DATA 	Keypress: t
812.9278 	DATA 	Keypress: t
815.1801 	DATA 	Keypress: t
817.4778 	DATA 	Keypress: t
819.7276 	DATA 	Keypress: t
821.9934 	DATA 	Keypress: t
824.2775 	DATA 	Keypress: t
826.5346 	DATA 	Keypress: t
828.8276 	DATA 	Keypress: t
831.0772 	DATA 	Keypress: t
833.3772 	DATA 	Keypress: t
835.6272 	DATA 	Keypress: t
837.8884 	DATA 	Keypress: t
840.1771 	DATA 	Keypress: t
842.4293 	DATA 	Keypress: t
844.7270 	DATA 	Keypress: t
846.9768 	DATA 	Keypress: t
849.2421 	DATA 	Keypress: t
851.5268 	DATA 	Keypress: t
853.7840 	DATA 	Keypress: t
856.0766 	DATA 	Keypress: t
858.3266 	DATA 	Keypress: t
860.6266 	DATA 	Keypress: t
862.8765 	DATA 	Keypress: t
865.1377 	DATA 	Keypress: t
867.4263 	DATA 	Keypress: t
869.6786 	DATA 	Keypress: t
871.9763 	DATA 	Keypress: t
874.2261 	DATA 	Keypress: t
876.4916 	DATA 	Keypress: t
878.7760 	DATA 	Keypress: t
881.0333 	DATA 	Keypress: t
883.3260 	DATA 	Keypress: t
885.5758 	DATA 	Keypress: t
887.8758 	DATA 	Keypress: t
890.1257 	DATA 	Keypress: t
892.3869 	DATA 	Keypress: t
894.6759 	DATA 	Keypress: t
896.9278 	DATA 	Keypress: t
899.2254 	DATA 	Keypress: t
901.4754 	DATA 	Keypress: t
903.7406 	DATA 	Keypress: t
906.0252 	DATA 	Keypress: t
908.2825 	DATA 	Keypress: t
910.5753 	DATA 	Keypress: t
912.8251 	DATA 	Keypress: t
915.1252 	DATA 	Keypress: t
917.3750 	DATA 	Keypress: t
919.6363 	DATA 	Keypress: t
921.9248 	DATA 	Keypress: t
924.1771 	DATA 	Keypress: t
926.4749 	DATA 	Keypress: t
928.7246 	DATA 	Keypress: t
930.9898 	DATA 	Keypress: t
933.2745 	DATA 	Keypress: t
935.5317 	DATA 	Keypress: t
937.8244 	DATA 	Keypress: t
940.0743 	DATA 	Keypress: t
942.3744 	DATA 	Keypress: t
944.6242 	DATA 	Keypress: t
946.8855 	DATA 	Keypress: t
949.1741 	DATA 	Keypress: t
951.4264 	DATA 	Keypress: t
953.7240 	DATA 	Keypress: t
955.9740 	DATA 	Keypress: t
958.2392 	DATA 	Keypress: t
960.5242 	DATA 	Keypress: t
962.7801 	DATA 	Keypress: t
965.0739 	DATA 	Keypress: t
967.3235 	DATA 	Keypress: t
969.6236 	DATA 	Keypress: t
971.8734 	DATA 	Keypress: t
974.1349 	DATA 	Keypress: t
976.4235 	DATA 	Keypress: t
978.6757 	DATA 	Keypress: t
980.9733 	DATA 	Keypress: t
983.2233 	DATA 	Keypress: t
985.4884 	DATA 	Keypress: t
987.7730 	DATA 	Keypress: t
990.0293 	DATA 	Keypress: t
992.3230 	DATA 	Keypress: t
994.5730 	DATA 	Keypress: t
996.8729 	DATA 	Keypress: t
999.1226 	DATA 	Keypress: t
1001.3841 	DATA 	Keypress: t
1003.6728 	DATA 	Keypress: t
1005.9249 	DATA 	Keypress: t
1008.2226 	DATA 	Keypress: t
1010.4724 	DATA 	Keypress: t
1012.7378 	DATA 	Keypress: t
1015.0223 	DATA 	Keypress: t
1017.2786 	DATA 	Keypress: t
1019.5723 	DATA 	Keypress: t
1021.8221 	DATA 	Keypress: t
1024.1221 	DATA 	Keypress: t
1026.3720 	DATA 	Keypress: t
1028.6332 	DATA 	Keypress: t
1030.9219 	DATA 	Keypress: t
1033.1741 	DATA 	Keypress: t
1035.4718 	DATA 	Keypress: t
1037.7216 	DATA 	Keypress: t
1039.9870 	DATA 	Keypress: t
1042.2719 	DATA 	Keypress: t
1044.5279 	DATA 	Keypress: t
1046.8216 	DATA 	Keypress: t
1049.0715 	DATA 	Keypress: t
1051.3714 	DATA 	Keypress: t
1053.6213 	DATA 	Keypress: t
1055.8825 	DATA 	Keypress: t
1058.1711 	DATA 	Keypress: t
1060.4234 	DATA 	Keypress: t
1062.7210 	DATA 	Keypress: t
1064.9709 	DATA 	Keypress: t
1067.2362 	DATA 	Keypress: t
1069.5209 	DATA 	Keypress: t
1071.7770 	DATA 	Keypress: t
1074.0707 	DATA 	Keypress: t
1076.3206 	DATA 	Keypress: t
1078.6207 	DATA 	Keypress: t
1080.8706 	DATA 	Keypress: t
1083.1318 	DATA 	Keypress: t
1085.4206 	DATA 	Keypress: t
1087.6727 	DATA 	Keypress: t
1089.9703 	DATA 	Keypress: t
1092.2202 	DATA 	Keypress: t
1094.4855 	DATA 	Keypress: t
1096.7700 	DATA 	Keypress: t
1099.0264 	DATA 	Keypress: t
1101.3201 	DATA 	Keypress: t
1103.5700 	DATA 	Keypress: t
1105.8700 	DATA 	Keypress: t
1108.1200 	DATA 	Keypress: t
1110.3810 	DATA 	Keypress: t
1112.6697 	DATA 	Keypress: t
1114.9219 	DATA 	Keypress: t
1117.2196 	DATA 	Keypress: t
1119.4696 	DATA 	Keypress: t
1121.7348 	DATA 	Keypress: t
1124.0193 	DATA 	Keypress: t
1126.2756 	DATA 	Keypress: t
1128.5693 	DATA 	Keypress: t
1130.8192 	DATA 	Keypress: t
1133.1192 	DATA 	Keypress: t
1135.3691 	DATA 	Keypress: t
1137.6304 	DATA 	Keypress: t
1139.9189 	DATA 	Keypress: t
1142.1713 	DATA 	Keypress: t
1144.4691 	DATA 	Keypress: t
1146.7188 	DATA 	Keypress: t
1148.9842 	DATA 	Keypress: t
1151.2686 	DATA 	Keypress: t
1153.5249 	DATA 	Keypress: t
1155.8185 	DATA 	Keypress: t
1158.0684 	DATA 	Keypress: t
1160.3683 	DATA 	Keypress: t
1162.6183 	DATA 	Keypress: t
1164.8787 	DATA 	Keypress: t
1167.1683 	DATA 	Keypress: t
1169.4206 	DATA 	Keypress: t
1171.7180 	DATA 	Keypress: t
1173.9680 	DATA 	Keypress: t
1176.2332 	DATA 	Keypress: t
1178.5179 	DATA 	Keypress: t
1180.7747 	DATA 	Keypress: t
1183.0679 	DATA 	Keypress: t
1185.3177 	DATA 	Keypress: t
1187.6177 	DATA 	Keypress: t
1189.8675 	DATA 	Keypress: t
1192.1278 	DATA 	Keypress: t
1194.4174 	DATA 	Keypress: t
1196.6697 	DATA 	Keypress: t
1198.9677 	DATA 	Keypress: t
1201.2173 	DATA 	Keypress: t
1203.4827 	DATA 	Keypress: t
1205.7671 	DATA 	Keypress: t
1208.0235 	DATA 	Keypress: t
1210.3171 	DATA 	Keypress: t
1212.5669 	DATA 	Keypress: t
1214.8669 	DATA 	Keypress: t
1217.1168 	DATA 	Keypress: t
1219.3770 	DATA 	Keypress: t
1221.6667 	DATA 	Keypress: t
1223.9189 	DATA 	Keypress: t
1226.2166 	DATA 	Keypress: t
1228.4665 	DATA 	Keypress: t
1230.7319 	DATA 	Keypress: t
1233.0164 	DATA 	Keypress: t
1235.2727 	DATA 	Keypress: t
1237.5664 	DATA 	Keypress: t
1239.8162 	DATA 	Keypress: t
1242.1161 	DATA 	Keypress: t
1244.3661 	DATA 	Keypress: t
1246.6264 	DATA 	Keypress: t
1248.9159 	DATA 	Keypress: t
1251.1682 	DATA 	Keypress: t
1253.4659 	DATA 	Keypress: t
1255.7157 	DATA 	Keypress: t
1257.9812 	DATA 	Keypress: t
1260.2657 	DATA 	Keypress: t
1262.5219 	DATA 	Keypress: t
1264.8159 	DATA 	Keypress: t
1267.0658 	DATA 	Keypress: t
1269.3658 	DATA 	Keypress: t
1271.6154 	DATA 	Keypress: t
1273.8756 	DATA 	Keypress: t
1276.1652 	DATA 	Keypress: t
1278.4175 	DATA 	Keypress: t
1280.7153 	DATA 	Keypress: t
1282.9650 	DATA 	Keypress: t
1285.2303 	DATA 	Keypress: t
1287.5149 	DATA 	Keypress: t
1289.7711 	DATA 	Keypress: t
1292.0648 	DATA 	Keypress: t
1294.3147 	DATA 	Keypress: t
1296.6147 	DATA 	Keypress: t
1298.8646 	DATA 	Keypress: t
1301.1250 	DATA 	Keypress: t
1303.4145 	DATA 	Keypress: t
1305.6668 	DATA 	Keypress: t
1307.9645 	DATA 	Keypress: t
1310.2143 	DATA 	Keypress: t
1312.4786 	DATA 	Keypress: t
1314.7641 	DATA 	Keypress: t
1317.0205 	DATA 	Keypress: t
1319.3140 	DATA 	Keypress: t
1321.5640 	DATA 	Keypress: t
1323.8639 	DATA 	Keypress: t
1326.1139 	DATA 	Keypress: t
1328.3743 	DATA 	Keypress: t
1330.6638 	DATA 	Keypress: t
1332.9161 	DATA 	Keypress: t
1335.2137 	DATA 	Keypress: t
1337.4636 	DATA 	Keypress: t
1339.7277 	DATA 	Keypress: t
1342.0134 	DATA 	Keypress: t
1344.2697 	DATA 	Keypress: t
1346.5634 	DATA 	Keypress: t
1348.8132 	DATA 	Keypress: t
1351.1132 	DATA 	Keypress: t
1353.3632 	DATA 	Keypress: t
1355.6236 	DATA 	Keypress: t
1357.9129 	DATA 	Keypress: t
1360.1653 	DATA 	Keypress: t
1362.4629 	DATA 	Keypress: t
1364.7128 	DATA 	Keypress: t
1366.9772 	DATA 	Keypress: t
1369.2627 	DATA 	Keypress: t
1371.5191 	DATA 	Keypress: t
1373.8125 	DATA 	Keypress: t
1376.0625 	DATA 	Keypress: t
1378.3624 	DATA 	Keypress: t
1380.6123 	DATA 	Keypress: t
1382.8726 	DATA 	Keypress: t
1385.1624 	DATA 	Keypress: t
1387.4146 	DATA 	Keypress: t
1389.7122 	DATA 	Keypress: t
1391.9621 	DATA 	Keypress: t
1394.2263 	DATA 	Keypress: t
1396.5122 	DATA 	Keypress: t
1398.7690 	DATA 	Keypress: t
1401.0622 	DATA 	Keypress: t
1403.3118 	DATA 	Keypress: t
1405.6119 	DATA 	Keypress: t
1407.8616 	DATA 	Keypress: t
1410.1219 	DATA 	Keypress: t
1412.4119 	DATA 	Keypress: t
1414.6639 	DATA 	Keypress: t
1416.9614 	DATA 	Keypress: t
1419.2114 	DATA 	Keypress: t
1421.4758 	DATA 	Keypress: t
1423.7613 	DATA 	Keypress: t
1426.0175 	DATA 	Keypress: t
1428.3112 	DATA 	Keypress: t
1430.5610 	DATA 	Keypress: t
1432.8610 	DATA 	Keypress: t
1435.1109 	DATA 	Keypress: t
1437.3713 	DATA 	Keypress: t
1439.6608 	DATA 	Keypress: t
1441.9130 	DATA 	Keypress: t
1444.2107 	DATA 	Keypress: t
1446.4606 	DATA 	Keypress: t
1448.7250 	DATA 	Keypress: t
1451.0105 	DATA 	Keypress: t
1453.2681 	DATA 	Keypress: t
1455.5605 	DATA 	Keypress: t
1457.8102 	DATA 	Keypress: t
1460.1103 	DATA 	Keypress: t
1462.3602 	DATA 	Keypress: t
1464.6205 	DATA 	Keypress: t
1466.9101 	DATA 	Keypress: t
1469.1624 	DATA 	Keypress: t
1471.4600 	DATA 	Keypress: t
1473.7099 	DATA 	Keypress: t
1475.9741 	DATA 	Keypress: t
1478.2598 	DATA 	Keypress: t
1480.5160 	DATA 	Keypress: t
1482.8096 	DATA 	Keypress: t
1485.0596 	DATA 	Keypress: t
1487.3596 	DATA 	Keypress: t
1489.6095 	DATA 	Keypress: t
1491.8696 	DATA 	Keypress: t
1494.1593 	DATA 	Keypress: t
1496.4116 	DATA 	Keypress: t
1498.7093 	DATA 	Keypress: t
1500.9592 	DATA 	Keypress: t
1503.2234 	DATA 	Keypress: t
1505.5091 	DATA 	Keypress: t
1507.7652 	DATA 	Keypress: t
1510.0589 	DATA 	Keypress: t
1512.3088 	DATA 	Keypress: t
1514.6088 	DATA 	Keypress: t
1516.8589 	DATA 	Keypress: t
1519.1191 	DATA 	Keypress: t
1521.4086 	DATA 	Keypress: t
1523.6608 	DATA 	Keypress: t
1525.9584 	DATA 	Keypress: t
1528.2087 	DATA 	Keypress: t
1530.4727 	DATA 	Keypress: t
1532.7584 	DATA 	Keypress: t
1535.0145 	DATA 	Keypress: t
1537.3082 	DATA 	Keypress: t
1539.5580 	DATA 	Keypress: t
1541.8581 	DATA 	Keypress: t
1544.1080 	DATA 	Keypress: t
1546.3683 	DATA 	Keypress: t
1548.6580 	DATA 	Keypress: t
1550.9102 	DATA 	Keypress: t
1553.2077 	DATA 	Keypress: t
1555.4576 	DATA 	Keypress: t
1557.7218 	DATA 	Keypress: t
1560.0075 	DATA 	Keypress: t
1562.2637 	DATA 	Keypress: t
1564.5575 	DATA 	Keypress: t
1566.8074 	DATA 	Keypress: t
1569.1073 	DATA 	Keypress: t
1571.3572 	DATA 	Keypress: t
1573.6176 	DATA 	Keypress: t
1575.9070 	DATA 	Keypress: t
1578.1598 	DATA 	Keypress: t
1580.4570 	DATA 	Keypress: t
1582.7069 	DATA 	Keypress: t
1584.9713 	DATA 	Keypress: t
1587.2569 	DATA 	Keypress: t
1589.5131 	DATA 	Keypress: t
1591.8068 	DATA 	Keypress: t
1594.0567 	DATA 	Keypress: t
1596.3566 	DATA 	Keypress: t
1598.6064 	DATA 	Keypress: t
1600.8667 	DATA 	Keypress: t
1603.1563 	DATA 	Keypress: t
1605.4086 	DATA 	Keypress: t
1607.7063 	DATA 	Keypress: t
1609.9566 	DATA 	Keypress: t
1612.2206 	DATA 	Keypress: t
1614.5062 	DATA 	Keypress: t
1616.7623 	DATA 	Keypress: t
1619.0561 	DATA 	Keypress: t
1621.3059 	DATA 	Keypress: t
1623.6060 	DATA 	Keypress: t
1625.8559 	DATA 	Keypress: t
1628.1160 	DATA 	Keypress: t
1630.4057 	DATA 	Keypress: t
1632.6579 	DATA 	Keypress: t
1634.9555 	DATA 	Keypress: t
1637.2054 	DATA 	Keypress: t
1639.4697 	DATA 	Keypress: t
1641.7553 	DATA 	Keypress: t
1644.0116 	DATA 	Keypress: t
1646.3052 	DATA 	Keypress: t
1648.5552 	DATA 	Keypress: t
1650.8553 	DATA 	Keypress: t
1653.1050 	DATA 	Keypress: t
1655.3653 	DATA 	Keypress: t
1657.6549 	DATA 	Keypress: t
1659.9072 	DATA 	Keypress: t
1662.2050 	DATA 	Keypress: t
1664.4550 	DATA 	Keypress: t
1666.7190 	DATA 	Keypress: t
1669.0045 	DATA 	Keypress: t
1671.2608 	DATA 	Keypress: t
1673.5545 	DATA 	Keypress: t
1675.8044 	DATA 	Keypress: t
1678.1044 	DATA 	Keypress: t
1680.3542 	DATA 	Keypress: t
